54_0 	AVWWDENWU115I 	See Hindi&#39;s entrance door also:
1431_281 	AZX0WRH12YUBH 	Abhimanu: The warrior son of Arjuna who was killed  in Kurukhatra Battle.
1431_282 	A9YS2FWO4UV7G 	Amba: Shikhandi was princess called Amba in previous life
1431_283 	A2CSX5G96MCRHK 	Ambika : Wife of vichitraveerya and sister of Amba and Ambalika.
1431_284 	A9YS2FWO4UV7G 	Ambilia: Wife of Vichitravirya&#44; Amba and Ambika&#39;s sister.
1431_286 	A9YS2FWO4UV7G 	An extraordinary archer whom Shree Krishna advised in form of Shrimad Bhagawat Geeta.
1431_287 	A9YS2FWO4UV7G 	Bruhwahan: Son of Arjuna and Chitrangda
1431_288 	A1JNPLDD2U8VUC 	Bakasur: A Devil Killed by Bheema to protect the people of a village
1431_289 	A1DIRCVOZD7544 	Bheeshma :The name Bheeshma was derived from the name Devavrath.
1431_291 	A9YS2FWO4UV7G 	When Devavrata vowed to remain bachelor for life to please his father &#44; his name changed to Bhishma
1431_292 	A1JNPLDD2U8VUC 	Droupadi: The daughter of Drupphad who emerged from the fire.
1431_293 	A1JNPLDD2U8VUC 	she was the wife of five Pandavas&#44; she was known as the earliest woman activist.
1431_294 	A9YS2FWO4UV7G 	Drona: He was Bramin guru who taught princes of Hastinapur&#44; use of weapons
1431_296 	A1CYO1C5CY6AGA 	She was the worlds first test tube baby.
1431_297 	A1CYO1C5CY6AGA 	Dhrone&#39;s character was one of a kind.
1431_298 	A9YS2FWO4UV7G 	Drupada: King of Paanchal and Draupadi and Dhrushthadhyumna&#39;s father
1431_299 	A9YS2FWO4UV7G 	Drupad and Valmiki were childhood friends.
1431_301 	A9YS2FWO4UV7G 	He was eldest amongst 100 sons of Dhrutarashtra and Gandhari
1431_302 	A9YS2FWO4UV7G 	Dushhasan: Younger brother of Duryodhana who dragged Draupadi by her hair to the royal court of Hastinapur.
1431_303 	A9YS2FWO4UV7G 	In war of Kurushketra&#44; Bhima drank blood from Dushyasana&#39;s chest.
1431_304 	A1CYO1C5CY6AGA 	Eklavya: Dhrone&#39;s sincere disciple who was asked for his finger as a gift by his guru.
1431_306 	A1JNPLDD2U8VUC 	Which was given to him by Agnidev as a token of respect.
1431_308 	A1JNPLDD2U8VUC 	Gandhari: The daughter of The king of Gandhar and the wife of Dritarashtra.
1431_309 	A9YS2FWO4UV7G 	Jaidrath: King of Sindhu and son in law of Dhrutarashtra
1431_310 	A3M58JENI5651B 	During the battle of Kurukshetra&#44; Arjun beheaded and killed Jayadratha.  .
1431_312 	A6UOPDHGI9D8D 	Karna is also known as &quot;Danveer karna&quot;.
1431_313 	A3M58JENI5651B 	Karna was born with an armour(&#39;Kavacha&#39;)and a pair of earrings(&#39;Kundala&#39;)attached to him &#44; which he gave to Indra.
1431_314 	A3M58JENI5651B 	Kripacharya: The Brahmin mentor of Hastinapur.
1431_315 	A6UOPDHGI9D8D 	His sister Kripi was married to Drona.
1431_317 	A2IKFQQ6A9JVIT 	Lord Krishna preached Gita to Arjuna before the battle  at Kurukshetra.
1431_318 	A2IKFQQ6A9JVIT 	Lord Krishna was the eigth incarnation of Lord Vishnu.
1431_319 	A1CWCJ8MKSQHPI 	Kurukshetra: the place where the great war of the Mahabharata took place.
1431_320 	A1CWCJ8MKSQHPI 	Even today&#44; this place is present in Haryana&#44; India.
1431_322 	A1CWCJ8MKSQHPI 	These were five brothers: Yudhishthir&#44; Bhim&#44; Arjun&#44; Nakul and Sahadeva.
1431_323 	A1CWCJ8MKSQHPI 	Parshurama: means Rama with a Parshu (axe).
1431_324 	A2IKFQQ6A9JVIT 	He was the teacher of Drona&#44; Bhisham and Karan.
1431_325 	A1CWCJ8MKSQHPI 	He was the sixth incarnation of Lord Vishnu.
1431_327 	AVWWDENWU115I 	Uttara: King Virat&#39;s daughter|
1431_328 	A2IQUX6LK8JUAR 	Uttara was married to Abhimanyu.
1431_329 	A2IQUX6LK8JUAR 	Maharishi Vyas: Author of the epic &#39;The Mahabharata&#39;.
1431_333 	AVWWDENWU115I 	Divided into different categories
1431_334 	A2IQUX6LK8JUAR 	Mahabharata has many parts&#44; which are usually considered as separate and complete books by themselves.
1431_335 	A3J1PP96QX14U0 	In the main version&#44; these were treated as different stories
1431_337 	A1JNPLDD2U8VUC 	&#39;Dhamayanthi&#39; or &#39;Naldhamayanthi&#39; is a love story in &#39;Aranyakaparva&#39;
1431_338 	A23Y99P6PXHO5P 	Krishna Vaarta : Story of Lord Krishna
1431_339 	A23Y99P6PXHO5P 	There is a brief part of Ram Ramayana in Aranyak parva.
1431_340 	A23Y99P6PXHO5P 	Rishya Ring is a love story of a saint.
1431_342 	A23Y99P6PXHO5P 	Many translations of Mahabharata are found in South Asia-  Different versions of Mahabharata are found in Indonesia&#44; Sri Lanka&#44; Java island&#44; Jakarta&#44; Thailand&#44; Tibet&#44; Burma (Myanmar).
1431_343 	A23Y99P6PXHO5P 	In the South Indian Mahabharata there are maximum 1&#44;40&#44;000 Shlokas (couplets)found and in North Indian Mahabharata translation there are 1&#44;10&#44;000 shlokas (couplets) found.
1431_345 	A23Y99P6PXHO5P 	In the main writing of Mahabharata&#44; the number eighteen has a special significance.
1431_347 	A1ZYNAB4UPQ1UF 	The combined strength of soldiers in both the armies was eighteen akshohini(about a million)
1431_348 	A1ZYNAB4UPQ1UF 	The main characters in this war are also eighteen.
1431_349 	AVWWDENWU115I 	Mahabharath has been totally planned and arranged in 18 volumes and there are 18 volumes in Bhagavadgeetha in which Bheeshma parva is explained within Mahabharath|
1431_350 	A1ZYNAB4UPQ1UF 	Whole Mahabharata story is divided in eighteen chapters.
1431_352 	A1ZYNAB4UPQ1UF 	At first Vedavyasa rishi created Aadiparva&#44; which contained life stories of great personalities of ancient India &amp; had one lakh stanzas.
1431_353 	AVWWDENWU115I 	After that leaving apart the anecdotes he made a collection of 24&#44;000 shlokas of India|
1431_354 	A1ZYNAB4UPQ1UF 	Thereafter Vyas rishi scripted an epic containing six million stanzas&#44; of which three million were meant for Devloka(heaven)&#44; one and half million were meant for Pitrulok&#44; 1.4 million were meant for Gandharvalok.
1431_355 	A34HJDH8Z3O5US 	In mankind the one lakh is the indian contribution.
1431_357 	A370556EFVZ9W4 	In the Mahabharata apart from India&#44; several other geographical areas of the world have a mention including Gobi desert in China&#44; Nile river in Egypt&#44; Red sea and apart from these in the Mahabharat&#39;s Bhishma festival&#39;s Jambhukhand manufacturing festival the whole of the planet&#39;s description has been depicted&#44; which is as follows:
1431_359 	A370556EFVZ9W4 	This island named Sudershan is round like a wheel&#44; and the way a man sees his reflection in a mirror&#44; this island is reflecting in the constellations in the sky.
1431_360 	A3V7G0CFREWGTP 	In two phases banyan and in the other two phases hare (rabbit)is seen.
1431_365 	A2HYN509OGM53T 	The Doordarshan serial Mahabharata
1431_366 	A3V7G0CFREWGTP 	Mahabharath&#44; produced by B R Chopra in around 1980&#44; was telecasted for the first time&#44; as a serial in India.
1431_367 	A3V7G0CFREWGTP 	This was made into an English film&#44; for the first time&#44; by Peter Brooke&#44; in the year 1989.
1431_369 	A3NMRXYNBNFNUT 	&quot;Kahiniya Hamare Mahabharat Ki&quot; was a television series created by Ekta Kapoor&#44; which was broad-casted in 2007 by 9X channel.
1431_370 	A3NMRXYNBNFNUT 	Another Mahabharat: A collection of stories by Indian Railway officers as well as various other employees.
1431_371 	A3NMRXYNBNFNUT 	A &quot;Mahabharata museum&quot; is being constructed in Kurukshetra&#44; which will bring to life some of the events that took place at that time.
1431_372 	A3NMRXYNBNFNUT 	A book named 1000 &quot;Mahabharat Prashnauttari&quot; (1000 Mahabharat Questions and Answers)&#44; contains secret questions about the deep knowledge contained in Mahabharat.
1431_375 	A3IHCT015XNNJK 	Mahabharat (Formation of Nirala)
1431_381 	A2GGFBEGFXJFRS 	Stories from Mahabharata ( Television serial)
1431_385 	A2HYN509OGM53T 	Oriya Mahabharata; Part-1 (Google book)
1431_386 	AYDB3VGUW1ESM 	Audio Mahabharata; Part-2 (Google book)
1431_387 	A2GGFBEGFXJFRS 	India&#39;s history- Mahabharata
1431_388 	A2GGFBEGFXJFRS 	Ascension- Details of main stories and characters of Mahabharata (in Gujarati)
1431_390 	A3P2WQO8VESWF2 	Mahabharat on Internet Sacred Text Archives- here Mahabharat text is available on Devanagari and Roman; English translation is available and facility is also there to download the entire Mahabharat in the form of a zip file.
1431_391 	A3P2WQO8VESWF2 	Maharishi Vedic University- Here copious Devanagari Sanskrit literature is available.
1431_392 	A1ESKJFDQUMBL4 	There is also facility to download the entire Mahabharata.
1431_395 	A1ESKJFDQUMBL4 	1989 movie&#44; directed by Pieter Bruk.
1431_396 	AVWWDENWU115I 	1980 Movie directed by Shyam Benegal|
1431_397 	A3P2WQO8VESWF2 	This movie is based on the story of Mahabharat and has been retold in the context of the modern world&#44; in which two families are fighting for the control over an industry.
1431_403 	A3GI3466NOP5HJ 	category : stories from the Puran
1478_100 	A2IKFQQ6A9JVIT 	Sikanser Shah Suri did not prove to be a challenge to Akbar.
1478_101 	A2IKFQQ6A9JVIT 	In some areas his forces retreated even before Akbar reached there with his army.
1478_103 	A2IKFQQ6A9JVIT 	On 6th Oct. 1553 Hemu declared himself to be the ruler of India.
1478_104 	A16GXV0Z2S6U1O 	After this &#44; Hindu rule was re-established in Delhi
1478_106 	A2EQZRRITDQ59I 	When Akbar heard about the loss in Delhi then he made a plan  with vairam khan and decided to storm to Delhi.
1478_108 	A12T8G7H6WN13A 	The war between the armies of Akbar and Hemu took place at Panipat
1478_109 	A12T8G7H6WN13A 	This battle is known as the Second Battle of Panipat.
1478_110 	AYDB3VGUW1ESM 	In spite of being smaller in numbers&#44; Akbar won this battle
1478_111 	AYDB3VGUW1ESM 	In this victory Akbar earned 1500 elephants&#44; which were then used to fight Sikander Shah Suri in the Mankot attacks.
1478_114 	AYDB3VGUW1ESM 	After reestablishing his control over Delhi&#44; Akbar expanded his Mughal empire by capturing Malva in 1562&#44; Gujarat in 1572&#44; Bengal in 1574&#44; Kabul in 1581&#44; Kashmir in 1583 and Khandosh in 1601
1478_115 	AYDB3VGUW1ESM 	Akbar appointed a Governor for each of these states
1478_116 	AYDB3VGUW1ESM 	Akbar did not want the imperialistic state of the Mughal empire to be Delhi or some other faraway state&#44; he therefore decided to take the Mughal capital to Fatehpur Sikri which was in the middle of the empire
1478_118 	A112IE8PQYXT3Q 	It is said that the lack of water was the chief reason for this.
1478_119 	A112IE8PQYXT3Q 	After Fatehpur Sikri&#44; Akbar made a mobile court which used to roam around his empire and thus he was able to focus adequately on all the corners of his empire.
1478_120 	A12J6U15W1MWZ 	In 1585 for a smooth rule of north western country side Akber built his capital in Lahore.
1478_121 	A112IE8PQYXT3Q 	Before his death&#44; in year 1599 Akbar shifted the capital back to Agra and ruled from there till his end.
1478_127 	A12J6U15W1MWZ 	In 1560 Akbar become an autocrat and expelled his guard Byram Khan.
1478_128 	A112IE8PQYXT3Q 	Now Akbar had the power but there were many problems also.
1478_129 	A13R3YPXVI2T7X 	Such as peoples&#39; revolt upon the assassination of Shams Ud Din Khan Atka [1563]&#44; Uzbek Revolt [1564-65] and Revolt of Mirza Brothers [1566-67] but Akbar dealt very efficiently with these issues and solved them.
1478_131 	A3NOO9K3CY1YU5 	He made a compromise in 1562 with the Omar rule- the Rajput king also came to his side in this manner.
1478_132 	A12RFYR8EDBN79 	in the same way&#44; he provided great assistance to people coming from Iran.
1478_133 	A3NOO9K3CY1YU5 	Through his welfare measure&#44; he drew Indian muslims also towards him.
1478_134 	A3NOO9K3CY1YU5 	He gave religious tolerance an unique identity- he removed the Jasiya tax in Hindu pilgrimage centers (in 1563).
1478_136 	A1IBD16JNAIVDB 	Apart from this he stopped the forced  conversion of  the religion of the war prisoners.
1478_140 	A3NOO9K3CY1YU5 	Akbar introduced copper&#44; silver and gold coins during his rule.
1478_142 	A5L716F3F5R7V 	Akbar made many changes in  the currency of his time.
1478_143 	A13R3YPXVI2T7X 	He organized an open mint in which any person capable of paying mint tax could change any other currency or gold with Akbar&#39;s money.
1478_144 	A1FDJA0BZATTZC 	Akbar wanted to have one currency for his entire empire.
1478_147 	A13R3YPXVI2T7X 	After that he started expanding his kingdom annexed Malwa in 1562&#44; Gujarat in 1572&#44; Bengal in 1574&#44; Kabul in 1581&#44; Kashmir in 1586 and Khandesh [Present Burhanpur&#44; a part of Maharashtra] in 1601 under the reign of Mughal Kingdom.
1478_148 	A13R3YPXVI2T7X 	Akbar appointed one Governer in each of these States to look after administration.
1478_149 	A13R3YPXVI2T7X 	He felt that Delhi was very far from many of his states for ruling purpose and by that it was implied that there could trouble of administration&#44; so he decided that Mughal Capital should be taken away at a place near Agra at Fatehpur Sikri which was almost in the center of the Empire.
1478_150 	A13R3YPXVI2T7X 	Akbar built a new city on an old inhabited village named Sikri and to express his happiness of victory he named it Fatehabad or Fatehpur.
1478_152 	A3GTXOXRSE74WD 	Most of the constructions here  are of those 14 years&#44; during which Akbar resided here.
1478_153 	A3GTXOXRSE74WD 	Royal gardens&#44; retreats&#44; residences for feudal lords and courtiers and seminaries for children were constructed in the city.
1478_154 	A1O9BHBJKVI5PS 	According to Blair and Bloom there are two main types of buildings in the city - service buildings like inns&#44; mints&#44; &quot;nirmaniya&quot;&#44; &quot;bada bazaar&quot; (chahar souk) where development has taken place lengthwise along the south-west/north-east axis&#44; and the other royal part&#44; where there is India&#39;s biggest public mosque&#44; along-with residential and administrative buildings which is called &quot;daulatkhana&quot;.
1478_155 	A1O9BHBJKVI5PS 	This is situated at an angle to the hill and makes an angle with &quot;quibla&quot;.
1478_157 	AFD2H8FZGWTBE 	The shortage of water was the main reason behind this.
1478_158 	A1O9BHBJKVI5PS 	After Fatehpur-Sikri Abkar designed a moving court which kept moving throughout the empire and in this way it was possible to pay attention to pay attention to all parts of the empire.
1478_159 	A1O9BHBJKVI5PS 	Afterwards in 1585 he made Lahore the capital for the North-west region.
1478_160 	A1O9BHBJKVI5PS 	Before his death Akbar made Agra the capital again in 1599 and ruled from here till the end.
1478_165 	A2IKFQQ6A9JVIT 	Agra was renamed Akabarabad&#44; which went on to become the largest city of the empire.
1478_166 	A2EQZRRITDQ59I 	The main part of the city was on the west banks of the Yamuna river.
1478_167 	A2IKFQQ6A9JVIT 	The city had a good drainage system.
1478_168 	A2IKFQQ6A9JVIT 	The old earthen City wall which was constructed during the Lodhi Empire was replaced by a stone wall in 1565.
1478_170 	A2IKFQQ6A9JVIT 	They further mention that this Fort was constructed on the old fort itself&#44; having the same map.
1478_171 	AWWVSZ5LGJGS5 	One double security wall surrounds on the city side&#44; with a deep ditch outside.
1478_172 	A2IKFQQ6A9JVIT 	North of this double wall lies Delhi Gate and south is Amar Singh Gate.
